Date,Open,High,Low,Close,Adj Close,Volume
2020-04-21,311.1400146484375,311.8900146484375,299.3500061035156,301.3299865722656,289.1318359375,3833000
2020-04-22,304.0,311.1300048828125,302.0400085449219,309.4200134277344,296.8943786621094,2970600
2020-04-23,307.0299987792969,309.6400146484375,304.7900085449219,305.3999938964844,293.03704833984375,2625200
2020-04-24,307.3299865722656,310.8299865722656,305.510009765625,310.54998779296875,297.9786071777344,2019400
2020-04-27,313.04998779296875,313.2900085449219,307.5899963378906,308.7799987792969,296.2802429199219,2287300
2020-04-28,310.8299865722656,311.2699890136719,304.2799987792969,304.95001220703125,292.6053161621094,2425900
2020-04-29,304.95001220703125,308.67999267578125,301.1199951171875,307.0899963378906,294.6586608886719,3667700
2020-04-30,306.1499938964844,307.8999938964844,302.57000732421875,303.0,291.3984680175781,3794300
2020-05-01,301.7799987792969,304.82000732421875,300.17999267578125,301.9200134277344,290.35980224609375,2525400
2020-05-04,303.0,305.5299987792969,300.07000732421875,304.489990234375,292.8313903808594,2477500
2020-05-05,305.05999755859375,309.79998779296875,303.44000244140625,307.9200134277344,296.1300964355469,2460900
2020-05-06,309.9200134277344,311.0400085449219,306.5400085449219,308.8900146484375,297.06298828125,2406700
2020-05-07,309.3399963378906,309.8699951171875,304.5299987792969,305.0,293.3218688964844,2601800
2020-05-08,305.8999938964844,307.17999267578125,303.70001220703125,305.94000244140625,294.2259216308594,2337400
2020-05-11,305.6400146484375,311.8299865722656,305.0,310.3299865722656,298.4477844238281,1865900
2020-05-12,310.8399963378906,311.54998779296875,304.7900085449219,304.8399963378906,293.16802978515625,2264900
2020-05-13,304.8399963378906,306.3999938964844,300.1199951171875,302.1400146484375,290.5714111328125,2954900
2020-05-14,301.010009765625,302.8800048828125,294.5400085449219,299.739990234375,288.2633056640625,3718900
2020-05-15,299.07000732421875,299.8299865722656,295.8599853515625,299.2099914550781,287.7535400390625,4577200
2020-05-18,301.7200012207031,303.19000244140625,299.9200134277344,302.760009765625,291.1676330566406,3987300
2020-05-19,304.6199951171875,309.0199890136719,303.1499938964844,304.6300048828125,292.9660339355469,3523000
2020-05-20,306.7699890136719,307.9200134277344,303.20001220703125,304.9100036621094,293.2353515625,2827000
2020-05-21,304.7900085449219,305.0400085449219,301.25,301.9700012207031,290.4079284667969,2492100
2020-05-22,302.010009765625,303.94000244140625,300.8299865722656,302.42999267578125,290.8502502441406,2366400
2020-05-26,306.010009765625,306.8999938964844,303.5299987792969,304.79998779296875,293.1295471191406,3234600
2020-05-27,304.55999755859375,306.30999755859375,299.4700012207031,306.010009765625,294.293212890625,2980200
2020-05-28,307.25,311.0,306.8999938964844,309.55999755859375,297.7073059082031,4301900
2020-05-29,304.20001220703125,308.8800048828125,302.3500061035156,308.4700012207031,296.6590270996094,4971800
