Date,Open,High,Low,Close,Adj Close,Volume
2020-04-21,162.0,162.57000732421875,159.14999389648438,160.52999877929688,158.5455780029297,10562100
2020-04-22,164.66000366210938,167.6999969482422,162.9199981689453,166.58999633789062,164.53065490722656,14502500
2020-04-23,167.8800048828125,170.41000366210938,166.2100067138672,166.3800048828125,164.32325744628906,11411300
2020-04-24,168.44000244140625,168.75,164.00999450683594,167.32000732421875,165.25164794921875,8391400
2020-04-27,168.64999389648438,172.35000610351562,168.5500030517578,171.75999450683594,169.6367645263672,9903300
2020-04-28,175.0,175.00999450683594,170.3800048828125,171.25,169.133056640625,8614400
2020-04-29,176.85000610351562,182.25,176.10000610351562,181.7899932861328,179.54275512695312,12862800
2020-04-30,181.77999877929688,181.8300018310547,177.66000366210938,178.72000122070312,176.5106964111328,11331600
2020-05-01,174.4499969482422,179.63999938964844,174.27000427246094,175.57000732421875,173.399658203125,10109600
2020-05-04,172.9499969482422,176.94000244140625,171.72000122070312,176.14999389648438,173.97247314453125,9386200
2020-05-05,179.08999633789062,181.10000610351562,178.25999450683594,178.44000244140625,176.2341766357422,13513000
2020-05-06,179.72000122070312,180.50999450683594,177.8800048828125,178.77999877929688,176.56997680664062,8540500
2020-05-07,181.75,184.97999572753906,181.7100067138672,182.72000122070312,180.46128845214844,9262200
2020-05-08,185.02999877929688,185.75,183.6199951171875,185.08999633789062,182.80197143554688,6470100
2020-05-11,183.8699951171875,184.6199951171875,181.42999267578125,183.55999755859375,181.29087829589844,8683100
2020-05-12,183.55999755859375,183.99000549316406,179.3699951171875,179.47000122070312,177.25144958496094,8219700
2020-05-13,178.5,181.08999633789062,175.0399932861328,177.08999633789062,175.19371032714844,13377100
2020-05-14,175.94000244140625,181.0500030517578,173.82000732421875,180.89999389648438,178.96292114257812,9695100
2020-05-15,179.97999572753906,184.13999938964844,178.8699951171875,183.49000549316406,181.5251922607422,10785900
2020-05-18,188.0,192.8300018310547,187.47000122070312,191.3800048828125,189.33070373535156,11802200
2020-05-19,191.13999938964844,194.5,189.22999572753906,189.36000061035156,187.33233642578125,7446800
2020-05-20,193.0,194.99000549316406,192.41000366210938,193.86000061035156,191.7841339111328,9545600
2020-05-21,193.5,193.6199951171875,190.02000427246094,190.6199951171875,188.57884216308594,11338100
2020-05-22,191.0,191.3699951171875,189.22999572753906,190.86000061035156,188.81626892089844,5807600
2020-05-26,195.8000030517578,196.27000427246094,192.75999450683594,193.22000122070312,191.1510009765625,9662200
2020-05-27,194.30999755859375,194.30999755859375,188.52000427246094,192.82000732421875,190.75527954101562,7650300
2020-05-28,193.5399932861328,198.2899932861328,192.7100067138672,194.25999450683594,192.1798553466797,8352200
2020-05-29,194.5,196.74000549316406,193.27999877929688,195.24000549316406,193.14938354492188,10211900
